"university_name","university_slug","group","decile","cumulative_percentage"
"Coventry University","coventry-university","Enrolment",0,0
"Coventry University","coventry-university","Enrolment",1,11
"Coventry University","coventry-university","Enrolment",2,23
"Coventry University","coventry-university","Enrolment",3,36
"Coventry University","coventry-university","Enrolment",4,52
"Coventry University","coventry-university","Enrolment",5,63
"Coventry University","coventry-university","Enrolment",6,72
"Coventry University","coventry-university","Enrolment",7,79
"Coventry University","coventry-university","Enrolment",8,86
"Coventry University","coventry-university","Enrolment",9,93
"Coventry University","coventry-university","Enrolment",10,100
"Coventry University","coventry-university","Equal",0,0
"Coventry University","coventry-university","Equal",1,10
"Coventry University","coventry-university","Equal",2,20
"Coventry University","coventry-university","Equal",3,30
"Coventry University","coventry-university","Equal",4,40
"Coventry University","coventry-university","Equal",5,50
"Coventry University","coventry-university","Equal",6,60
"Coventry University","coventry-university","Equal",7,70
"Coventry University","coventry-university","Equal",8,80
"Coventry University","coventry-university","Equal",9,90
"Coventry University","coventry-university","Equal",10,100
"Coventry University","coventry-university","Required",0,0
"Coventry University","coventry-university","Required",1,6
"Coventry University","coventry-university","Required",2,12
"Coventry University","coventry-university","Required",3,20
"Coventry University","coventry-university","Required",4,30
"Coventry University","coventry-university","Required",5,39
"Coventry University","coventry-university","Required",6,49
"Coventry University","coventry-university","Required",7,59
"Coventry University","coventry-university","Required",8,70
"Coventry University","coventry-university","Required",9,83
"Coventry University","coventry-university","Required",10,100
